,name,address,min_price,max_price,currency,cuisine,description,star,comfort,delightful,services,phone,website,hours,lat,lon,url,country,country_alpha2,continent_code,USD_min_price,USD_max_price,aggregate_cuisine
2074,Borgo San Jacopo,"borgo San Jacopo 62/R, Firenze, 50125, Italy",84.0,150.0,EUR,MODERN CUISINE,"Housed in one of the most charming hotels in the city, this restaurant boasts the same elegant and exclusive style as the hotel itself. Having had experience working in top-quality restaurants, this is a return home for the new chef who creates refined fish and meat dishes from carefully chosen Italian ingredients.",1.0,3.0,1.0,"['Air conditioning', 'Notable wine list', 'Establishment totally or partly reserved for non-smokers', 'Restaurant offering vegetarian menus', 'American Express credit card', 'Diners Club credit card', 'Mastercard credit card', 'Visa credit card']",+39 055 281661,www.lungarnocollection.com,"Closed: 1-29 February, Monday-Sunday dinner",43.7680838,11.251472,https://guide.michelin.com/en/toscana/firenze/restaurant/borgo-san-jacopo,Italy,IT,EU,93.62,167.19,MODERN
2075,George Restaurant,"Corso Vittorio Emanuele 135, Napoli, 80121, Italy",75.0,140.0,EUR,CONTEMPORARY,"This chef has come home to Naples after years of working in major restaurants elsewhere, especially in France. His cuisine combines produce and recipes from Campania, reinterpreted with techniques learnt abroad, including a clever use of sauces and condiments. However, the final ingredient is provided by the Bay of Naples itself – breathtaking views of the city, Vesuvius, the Sorrentine peninsula and Capri.",1.0,4.0,1.0,"['Air conditioning', 'Car park', 'Great view', 'Outdoor dining', 'New establishment in the guide', 'American Express credit card', 'Diners Club credit card', 'Mastercard credit card', 'Visa credit card']",+39 081 761 2474,www.grandhotelparkers.it,"Closed: 7 January-7 February, Monday-Saturday lunch, Sunday",40.837267700000005,14.2300686,https://guide.michelin.com/en/campania/napoli/restaurant/george-restaurant,Italy,IT,EU,83.59,156.04,CONTEMPORARY
2076,Tordomatto,"via Pietro Giannone 24, Roma, 00186, Italy",60.0,100.0,EUR,MODERN CUISINE,"Herbs in pots on the window sills add an attractive touch to this restaurant situated just a stone’s throw from the Vatican Museums. According to the chef ""the cuisine is traditional and yet at the same time creative, with a real focus on local traditions as we believe that dishes should always reflect their locality"". His bold and intelligent dishes more than live up to this claim.",1.0,2.0,0.0,"['Air conditioning', 'Wheelchair accessible', 'Establishment totally or partly reserved for non-smokers', 'Private dining rooms', 'American Express credit card', 'Mastercard credit card', 'Visa credit card']",+39 06 6935 2895,www.tordomattoroma.com,"Closed: 10-20 August, 24-26 December, Monday-Friday lunch",41.910383,12.450553999999999,https://guide.michelin.com/en/lazio/roma/restaurant/tordomatto,Italy,IT,EU,66.87,111.46,MODERN
2077,Acquolina,"via del Vantaggio 14, Roma, 00186, Italy",76.0,159.0,EUR,SEAFOOD,"Located on the ground floor of the centrally located luxury The First Roma hotel, with its elegant atmosphere and decor of original artwork, paintings and sculptures, the chic, minimalist-style Acquolina restaurant provides the setting for fish-based dishes with a Mediterranean flavour and an added twist of creativity, all accompanied by a good wine selection.",1.0,3.0,0.0,"['Air conditioning', 'Notable cocktail list', 'Wheelchair accessible', 'Notable wine list', 'Establishment totally or partly reserved for non-smokers', 'American Express credit card', 'Diners Club credit card', 'Mastercard credit card', 'Visa credit card']",+39 06 320 0655,www.acquolinaristorante.it,"Closed: Monday-Saturday lunch, Sunday",41.9086474,12.475371899999999,https://guide.michelin.com/en/lazio/roma/restaurant/acquolina,Italy,IT,EU,84.71,177.22,SEAFOOD
2078,President,"piazza Schettini 12/13, POMPEI, 80045, Italy",52.0,72.0,EUR,MEDITERRANEAN CUISINE,"Both the food and the welcome are excellent in this restaurant run by a married couple who give guests their undivided attention. The wife takes care of the wine and front of house, while the husband dedicates himself to creating delicious, seasonal and moderately creative dishes from Campania, including the occasional reinterpretation of traditional dishes from Pompeii. The dining room boasts beautiful furnishings and careful lighting, but has just eight tables so it’s best to book ahead.",1.0,3.0,0.0,"['Air conditioning', 'Car park', 'Notable wine list', 'Outdoor dining', 'Establishment totally or partly reserved for non-smokers', 'American Express credit card', 'Mastercard credit card', 'Visa credit card']",+39 081 850 7245,www.ristorantepresident.it,"Closed: 6-28 January, 14-16 August, Monday, Sunday dinner",40.74731,14.49951,https://guide.michelin.com/en/campania/pompei/restaurant/president,Italy,IT,EU,57.96,80.25,MEDITERRANEAN
2079,Sissi,"via Galilei 44, Meran/Merano, 39012, Italy",70.0,95.0,EUR,MODERN CUISINE,"The chandeliers, retro - style flooring and decor at this Art Nouveau restaurant make it a real gem. The cuisine is constantly evolving to provide new and colourful interpretations of old traditional recipes.",1.0,2.0,0.0,"['Air conditioning', 'Notable wine list', 'Establishment totally or partly reserved for non-smokers', 'Private dining rooms', 'Mastercard credit card', 'Visa credit card']",+39 0473 231062,www.sissi.andreafenoglio.com,"Closed: 14 January-10 February, Monday, Tuesday lunch",46.673858700000004,11.1608085,https://guide.michelin.com/en/trentino-alto-adige/meran-merano/restaurant/sissi,Italy,IT,EU,78.02,105.88,MODERN
2080,La Ciau del Tornavento,"piazza Leopoldo Baracco 7, TREISO, 12050, Italy",80.0,130.0,EUR,MODERN CUISINE,"Housed in an elegant building from the 1930s, this restaurant boasts breathtaking views of the surrounding hills. Creative cuisine with a focus on the traditions of the Langhe and a legendary wine cellar – recently enhanced with ageing rooms for hams and cheeses – which is well worth a visit once you have finished your meal.",1.0,3.0,1.0,"['Wheelchair accessible', 'Great view', 'Notable wine list', 'Outdoor dining', 'Establishment totally or partly reserved for non-smokers', 'Restaurant with bedrooms', 'American Express credit card', 'Mastercard credit card', 'Visa credit card']",+39 0173 638333,www.laciaudeltornavento.it,"Closed: 31 January-15 March, Wednesday, Thursday",44.68925,8.08667,https://guide.michelin.com/en/piemonte/treiso/restaurant/la-ciau-del-tornavento,Italy,IT,EU,89.17,144.89,MODERN
2081,Iyo,"via Piero della Francesca 74, Milano, 20154, Italy",70.0,130.0,EUR,JAPANESE,"The presence of international chefs from Italy and Japan in this restaurant ensures that Iyo’s distinctive culinary style is kept alive. The cuisine served here is always original, creative and inspired by Japan, while at the same time looking towards the future. The wine list is also excellent, with its selection of around 800 wines and a good choice of sake, with different varieties to accompany different dishes.",1.0,2.0,0.0,"['Air conditioning', 'Wheelchair accessible', 'Notable wine list', 'Outdoor dining', 'Establishment totally or partly reserved for non-smokers', 'American Express credit card', 'Mastercard credit card', 'Visa credit card']",+39 02 4547 6898,www.iyo.it,"Closed: 4-24 August, Monday, Tuesday lunch",45.4866231,9.1595273,https://guide.michelin.com/en/lombardia/milano/restaurant/iyo,Italy,IT,EU,78.02,144.89,JAPANESE
2082,Signum,"via Scalo 15, località Malfa, Malfa, 98050, Italy",50.0,130.0,EUR,CREATIVE,"A delightful pergola with a characteristic terrace, beautiful majolica tiles and the typical colours of the Aeolian Islands. It is the perfect setting for delicious cuisine that demonstrates the chef’s capacity for interpreting traditional local recipes with imagination and original flair. There is also a very good wine list, which includes some of the island’s lesser - known yet excellent wines.",1.0,2.0,1.0,"['Air conditioning', 'Garden or park', 'Great view', 'Notable wine list', 'Outdoor dining', 'Establishment totally or partly reserved for non-smokers', 'American Express credit card', 'Diners Club credit card', 'Mastercard credit card', 'Visa credit card']",+39 090 984 4222,www.hotelsignum.it,Closed: 4 November-9 April,38.579209999999996,14.8335,https://guide.michelin.com/en/sicilia/malfa/restaurant/signum,Italy,IT,EU,55.73,144.89,CREATIVE
2083,Dolce Stil Novo alla Reggia,"piazza della Repubblica 4, Venaria Reale, 10078, Italy",48.0,110.0,EUR,MODERN CUISINE,"Housed inside the Torrione del Garove, this restaurant boasts light and airy dining rooms decorated in minimalist - style, as well as an attractive terrace overlooking the Reggia di Venaria gardens. The chef serves regional cuisine with the occasional modern touch, alongside fish and seafood specialities.",1.0,3.0,1.0,"['Air conditioning', 'Wheelchair accessible', 'Outdoor dining', 'Establishment totally or partly reserved for non-smokers', 'Private dining rooms', 'American Express credit card', 'Diners Club credit card', 'Mastercard credit card', 'Visa credit card']",+39 346 269 0588,www.alfredorusso.com,"Closed: 1-14 January, 9-28 August, Monday, Tuesday lunch, Sunday dinner",45.1351147,7.6249928,https://guide.michelin.com/en/piemonte/venaria-reale/restaurant/dolce-stil-novo-alla-reggia,Italy,IT,EU,53.5,122.6,MODERN
2084,Arnolfo,"via XX Settembre 50/52, COLLE DI VAL D'ELSA, 53034, Italy",120.0,160.0,EUR,CREATIVE,"Two brothers are at the helm here, one in the kitchen, the other front of house, adding a pleasant family ambience to this refined restaurant. It also offers romantic summer dining on its outdoor terrace. Impeccably prepared, sophisticated cuisine, as well as delightfully elegant guestrooms.",2.0,4.0,0.0,"['Air conditioning', 'Notable wine list', 'Outdoor dining', 'Establishment totally or partly reserved for non-smokers', 'Private dining rooms', 'Restaurant offering vegetarian menus', 'Restaurant with bedrooms', 'American Express credit card', 'Diners Club credit card', 'Mastercard credit card', 'Visa credit card']",+39 0577 920549,www.arnolfo.com,"Closed: 7 January-12 March, Tuesday, Wednesday",43.420953499999996,11.116675500000001,https://guide.michelin.com/en/toscana/colle-di-val-d-elsa/restaurant/arnolfo,Italy,IT,EU,133.75,178.33,CREATIVE
2085,Quadri,"piazza San Marco 121 (primo piano), Venezia, 30124, Italy",120.0,250.0,EUR,MODERN CUISINE,"A gourmet restaurant with international ambitions, Quadri acts as a kind of ""embassy"" for the Le Calandre restaurants with its appeal to foreign visitors. Housed inside one of the most photographed palazzi in Venice (recently renovated), the restaurant serves tasting menus of exciting and creative dishes which showcase produce from the Venetian lagoon, as well as having a strong Italian influence. On the ground floor next to the bar, the more informal Quadrino restaurant offers more traditional and less expensive fare, as well as a superb view of St Mark’s Square.",1.0,3.0,1.0,"['Air conditioning', 'Great view', 'Establishment totally or partly reserved for non-smokers', 'Private dining rooms', 'American Express credit card', 'Diners Club credit card', 'Mastercard credit card', 'Visa credit card']",+39 041 522 2105,www.alajmo.it,Closed: Monday,45.434253399999996,12.3379939,https://guide.michelin.com/en/veneto/venezia/restaurant/quadri,Italy,IT,EU,133.75,278.64,MODERN
2086,Johannesstube,"via San Valentino 3, Nova Levante/Welschnofen, 39056, Italy",77.0,170.0,EUR,MODERN CUISINE,"This romantic Stube-style restaurant built using vintage wood is the jewel in the crown of the Engel hotel, where a maximum of 12 lucky guests can enjoy top-quality cuisine prepared using ingredients exclusively from the Alto Adige. The serving staff are young but professional, while the excellent wine list has been put together by the owner’s young son, Johannes, after whom the restaurant is named.",1.0,3.0,1.0,"['Air conditioning', 'Car park', 'Notable cocktail list', 'Wheelchair accessible', 'Notable wine list', 'Establishment totally or partly reserved for non-smokers', 'American Express credit card', 'Diners Club credit card', 'Mastercard credit card', 'Visa credit card']",+39 0471 613131,www.johannesstube.com,"Closed: 11 April-6 June, 6 December-15 January, Monday, Tuesday, Wednesday-Saturday lunch, Sunday",46.42964979999999,11.5334034,https://guide.michelin.com/en/trentino-alto-adige/nova-levante-welschnofen/restaurant/johannes-stube,Italy,IT,EU,85.82,189.48,MODERN
2087,Guido,"via Alba 15, Serralunga d'Alba, 12050, Italy",75.0,100.0,EUR,PIEDMONTESE,"In the splendid setting of the 19C Villa Fontanafredda, where the love affair between Victor Emmanuel II and Rosa Vercellana blossomed, Guido continues to offer excellent Piedmontese cuisine, making this restaurant a must for fans of the region’s gastronomy. The elegant dining rooms are a harmonious combination of traditional decor and modern style. More traditional cuisine is served in the convivial setting of the new Taverna del Re.",1.0,3.0,1.0,"['Air conditioning', 'Car park', 'Notable wine list', 'Outdoor dining', 'Establishment totally or partly reserved for non-smokers', 'Private dining rooms', 'American Express credit card', 'Diners Club credit card', 'Mastercard credit card', 'Visa credit card']",+39 0173 626162,www.guidoristorante.it,"Closed: 1-22 January, 10-24 August, Monday, Tuesday-Friday lunch, Sunday dinner",44.6414,7.98265,https://guide.michelin.com/en/piemonte/serralunga-d-alba/restaurant/guido361561,Italy,IT,EU,83.59,111.46,ITALIAN
2088,La Fenice,"via Gandhi 3, RAGUSA, 97100, Italy",50.0,88.0,EUR,CREATIVE,This elegant restaurant with crystal glass walls does not lack warmth. The parquet complements the wood ceiling and modern white chairs. Dishes are prepared with first - rate ingredients elaborated with creativity and remarkable technical expertise by the chef.,1.0,3.0,0.0,"['Air conditioning', 'Car park', 'Wheelchair accessible', 'Notable wine list', 'Establishment totally or partly reserved for non-smokers', 'American Express credit card', 'Diners Club credit card', 'Mastercard credit card', 'Visa credit card']",+39 0932 604140,www.lafeniceristorante.com,Closed: Sunday,36.93401,14.69095,https://guide.michelin.com/en/sicilia/ragusa/restaurant/la-fenice,Italy,IT,EU,55.73,98.08,CREATIVE
2089,Del Cambio,"piazza Carignano 2, Torino, 10123, Italy",45.0,135.0,EUR,PIEDMONTESE,"One of the most elegant historic restaurants in Italy, boasting 19C furnishings and decor alongside unexpected works of contemporary art. At the helm in the kitchen, Matteo Baronetto prepares creative dishes imprinted with his strong character, as well as more traditional fare. Light lunches are also served, plus there’s an excellent café (""Farmacia"") and ""Il tavolo della cantina"", a private dining room laid out in the wine cellar, the spiritual heart of the restaurant, which is perfect for convivial dinners and wine tastings. Finally, on the upper floor the Bar Cavour offers dark furniture, subtle lighting and classic cuisine with the occasional modern twist.",1.0,4.0,1.0,"['Air conditioning', 'Wheelchair accessible', 'Notable wine list', 'Outdoor dining', 'Establishment totally or partly reserved for non-smokers', 'American Express credit card', 'Mastercard credit card', 'Visa credit card']",+39 011 546690,www.delcambio.it,"Closed: 7-14 January, 16 August-2 September, Sunday dinner",45.069590000000005,7.68505,https://guide.michelin.com/en/piemonte/torino/restaurant/del-cambio,Italy,IT,EU,50.16,150.47,ITALIAN
2090,Locanda Don Serafino,"via Avv. Ottaviano 13, RAGUSA, 97100, Italy",105.0,135.0,EUR,MODERN CUISINE,"A charming, elegant restaurant in a delightful setting (part of the restaurant occupies a cave). The flavours of Sicily dominate the cuisine, which is occasionally creative and imaginative. You are sure to find a suitable bottle of wine from the excellent wine list.",1.0,3.0,1.0,"['Air conditioning', 'Notable wine list', 'Outdoor dining', 'Establishment totally or partly reserved for non-smokers', 'Private dining rooms', 'American Express credit card', 'Mastercard credit card', 'Visa credit card']",+39 0932 248778,www.locandadonserafino.it,"Closed: 8 January-13 February, Tuesday",36.9245977,14.7407767,https://guide.michelin.com/en/sicilia/ragusa/restaurant/locanda-don-serafino,Italy,IT,EU,117.03,150.47,MODERN
2091,Il Convivio-Troiani,"vicolo dei Soldati 31, Roma, 00186, Italy",86.0,142.0,EUR,MODERN CUISINE,"Situated in the maze of alleyways not far from Piazza Navona, Il Convivio welcomes its guests in elegant, themed dining rooms – the Chiostro (cloister room), Loggia (the old entrance), Rimessa (carriage room) and the Galleria (art room). The menu features skilful reinterpretations of classic dishes from Lazio and Italy with the occasional imaginative twist, while the wine list offers a tempting selection of over 3 600 wines, many available by the glass.",1.0,3.0,0.0,"['Air conditioning', 'Notable wine list', 'Establishment totally or partly reserved for non-smokers', 'Private dining rooms', 'American Express credit card', 'Diners Club credit card', 'Mastercard credit card', 'Visa credit card']",+39 06 686 9432,www.ilconviviotroiani.com,"Closed: Monday-Saturday lunch, Sunday",41.9015408,12.472793199999998,https://guide.michelin.com/en/lazio/roma/restaurant/il-convivio-troiani,Italy,IT,EU,95.85,158.27,MODERN
2092,Il Faro di Capo d'Orso,"via Diego Taiani 48, MAIORI, 84010, Italy",80.0,150.0,EUR,MODERN CUISINE,"Perched on a promontory, this restaurant boasts stunning views of the Amalfi coast. The cuisine is just as impressive as the panorama, featuring imaginative Mediterranean dishes and specialities from Campania.",1.0,3.0,1.0,"['Air conditioning', 'Car park', 'Great view', 'Notable wine list', 'Establishment totally or partly reserved for non-smokers', 'Restaurant with bedrooms', 'American Express credit card', 'Mastercard credit card', 'Visa credit card']",+39 089 877022,www.ilfarodicapodorso.it,"Closed: 2 November-1 March, Tuesday",40.6356593,14.677836300000001,https://guide.michelin.com/en/campania/maiori/restaurant/il-faro-di-capo-d-orso,Italy,IT,EU,89.17,167.19,MODERN
2093,Nostrano,"piazzale della Libertà 7, Pesaro, 61121, Italy",60.0,110.0,EUR,CREATIVE,"Excellent, confident cuisine with a distinct character and strong, clear flavours that finds favour with locals and visitors alike. Situated just a few metres from the famous spherical sculpture by A. Pomodoro, this restaurant has an appealing atmosphere, which is as lively as its young staff.",1.0,2.0,0.0,"['Air conditioning', 'Outdoor dining', 'Establishment totally or partly reserved for non-smokers', 'American Express credit card', 'Diners Club credit card', 'Mastercard credit card', 'Visa credit card']",+39 0721 639813,www.nostranoristorante.it,"Closed: 3-20 November, Tuesday, Wednesday",43.913674900000004,12.919380199999999,https://guide.michelin.com/en/marche/pesaro/restaurant/nostrano,Italy,IT,EU,66.87,122.6,CREATIVE
2094,Il Desco,"via Dietro San Sebastiano 7, Verona, 37121, Italy",90.0,150.0,EUR,CREATIVE,"Unchanged for years, this restaurant is as elegant and fascinating as ever, exuding the same appeal for guests as it always has. The cuisine, however, has evolved with the arrival of a young chef who has brought a dash of creativity and imagination to the menu.",1.0,3.0,1.0,"['Air conditioning', 'Notable wine list', 'Establishment totally or partly reserved for non-smokers', 'American Express credit card', 'Diners Club credit card', 'Mastercard credit card', 'Visa credit card']",+39 045 595358,www.ildesco.com,"Closed: 22 December-15 January, Monday lunch, Sunday",45.4416145,10.9999722,https://guide.michelin.com/en/veneto/verona/restaurant/il-desco,Italy,IT,EU,100.31,167.19,CREATIVE
2095,Leon d'Oro,"via Gambara 6, PRALBOINO, 25020, Italy",70.0,105.0,EUR,MODERN CUISINE,"This establishment is situated in a rustic country - style house in the town centre. The wood interior with fireplace gives it a warm atmosphere, and a good menu offers creative dishes, mainly fish.",1.0,3.0,0.0,"['Air conditioning', 'Notable wine list', 'Outdoor dining', 'Establishment totally or partly reserved for non-smokers', 'Mastercard credit card', 'Visa credit card']",+39 030 954156,www.locandaleondoro.it,"Closed: 1-15 January, 1-18 August, Monday, Tuesday lunch, Sunday lunch",45.2676884,10.2144844,https://guide.michelin.com/en/lombardia/pralboino/restaurant/leon-d-oro146788,Italy,IT,EU,78.02,117.03,MODERN
2096,Il Pievano,"località Spaltenna 13, GAIOLE IN CHIANTI, 53013, Italy",62.0,120.0,EUR,MODERN CUISINE,"Young, talented Stelios Sakalis, originally from Greece but now very much at home in Tuscany, took over as chef in this restaurant in 2019. After gaining huge experience in restaurants in Italy and abroad, the chef has now been in the Chianti region for ten years, combining Greek and Tuscan cuisine with real character. If you want an example, look no further than his panzanella Toscana hidden in a Greek salad!",1.0,3.0,1.0,"['Air conditioning', 'Car park', 'Notable wine list', 'Outdoor dining', 'Establishment totally or partly reserved for non-smokers', 'Private dining rooms', 'American Express credit card', 'Diners Club credit card', 'Mastercard credit card', 'Visa credit card']",+39 0577 749483,www.spaltenna.it,"Closed: 1 November-10 April, Monday-Sunday lunch",43.465446299999996,11.4293865,https://guide.michelin.com/en/toscana/gaiole-in-chianti/restaurant/il-pievano,Italy,IT,EU,69.1,133.75,MODERN
2097,L'Erba del Re,"via Castelmaraldo 45, Modena, 41121, Italy",75.0,110.0,EUR,CREATIVE,"This bright, airy and minimalist restaurant adorned with contemporary paintings now has a warmer and more inviting entrance. The skilful chef creates personal and imaginative dishes with a hint of international influence which are truly worthy of praise.",1.0,3.0,0.0,"['Air conditioning', 'Wheelchair accessible', 'Notable wine list', 'Outdoor dining', 'Establishment totally or partly reserved for non-smokers', 'Private dining rooms', 'American Express credit card', 'Diners Club credit card', 'Mastercard credit card', 'Visa credit card']",+39 059 218188,www.lerbadelre.it,"Closed: 1-7 January, 8-25 August, Monday lunch, Sunday",44.649159999999995,10.923680000000001,https://guide.michelin.com/en/emilia-romagna/modena/restaurant/l-erba-del-re,Italy,IT,EU,83.59,122.6,CREATIVE
2098,Da Candida,"viale Marco da Campione 4, CAMPIONE D'ITALIA, 22061, Italy",54.0,113.0,EUR,FRENCH,"For 10 years one Lorena chef has been working with success in this historical trattoria, creating an elegant and refined corner for culinary delicacies with a French flavour.",1.0,2.0,0.0,"['Air conditioning', 'Establishment totally or partly reserved for non-smokers', 'Private dining rooms', 'American Express credit card', 'Diners Club credit card', 'Mastercard credit card', 'Visa credit card']",+41 91 649 75 41,www.dacandida.ch,"Closed: 29 June-15 July, Monday, Tuesday lunch",45.9684787,8.9708432,https://guide.michelin.com/en/lombardia/campione-d-italia/restaurant/da-candida,Italy,IT,EU,60.19,125.95,FRENCH
2099,La Rucola 2.0,"vicolo Strentelle 3, SIRMIONE, 25019, Italy",70.0,120.0,EUR,CREATIVE,"Situated next to the Castello Scaligero in one of the most attractive alleyways of Sirmione, La Rucola 2. 0 is striking for its welcoming and elegant ambience. The cuisine continues to focus on creative dishes, with an emphasis on fish and seafood alongside a few meat options.",1.0,3.0,0.0,"['Air conditioning', 'Wheelchair accessible', 'Notable wine list', 'Establishment totally or partly reserved for non-smokers', 'Private dining rooms', 'American Express credit card', 'Diners Club credit card', 'Mastercard credit card', 'Visa credit card']",+39 030 916326,www.ristorantelarucola.it,"Closed: 6-13 January, Thursday",45.4928374,10.608130599999999,https://guide.michelin.com/en/lombardia/sirmione/restaurant/la-rucola-2-0,Italy,IT,EU,78.02,133.75,CREATIVE
2100,Il Papavero,"corso Garibaldi 112/113, Eboli, 84025, Italy",20.0,58.0,EUR,REGIONAL CUISINE,"Having been promoted to chef, the former sous - chef at this restaurant continues to maintain the high standards of cuisine, serving a selection of inventive meat and fish dishes. Interesting wine list that includes numerous regional wines, many of which are available by the glass.",1.0,2.0,0.0,"['Air conditioning', 'Notable wine list', 'Outdoor dining', 'Establishment totally or partly reserved for non-smokers', 'Private dining rooms', 'American Express credit card', 'Mastercard credit card', 'Visa credit card']",+39 0828 330689,www.ristoranteilpapavero.it,"Closed: Monday, Sunday dinner",40.619061200000004,15.0539834,https://guide.michelin.com/en/campania/eboli/restaurant/il-papavero,Italy,IT,EU,22.29,64.65,REGIONAL
2101,La Leggenda dei Frati,"Costa San Giorgio 6/a, Firenze, 50122, Italy",69.0,140.0,EUR,CREATIVE,"Things start well and only get better... Once you have entered the beautiful Villa Bardini not far from Palazzo Vecchio, you are plunged into an elegant and welcoming ambience. This serves as the perfect setting for delicious creative and modern cuisine. There is an additional treat: anyone who dines at the restaurant can also choose to visit the museum accompanied by the restaurant owner who has a set of keys. A truly multi - sensory experience!",1.0,3.0,1.0,"['Car park', 'Outdoor dining', 'Establishment totally or partly reserved for non-smokers', 'American Express credit card', 'Diners Club credit card', 'Mastercard credit card', 'Visa credit card']",+39 055 068 0545,www.laleggendadeifrati.it,"Closed: 13-27 January, Monday, Tuesday lunch",43.764355,11.25606,https://guide.michelin.com/en/toscana/firenze/restaurant/la-leggenda-dei-frati,Italy,IT,EU,76.91,156.04,CREATIVE
2102,Felix Lo Basso,"piazza Duomo 21 (5° piano), Milano, 20122, Italy",98.0,170.0,EUR,CREATIVE,"Puglian chef Felice Lo Basso is now at new premises offering breathtaking views of the Duomo. He continues to prove his talent with his recognised trademark of light, creative and colourful cuisine, which is often playful and always focuses on the use of top - quality Italian ingredients.",1.0,3.0,1.0,"['Air conditioning', 'Wheelchair accessible', 'Great view', 'Outdoor dining', 'Establishment totally or partly reserved for non-smokers', 'American Express credit card', 'Diners Club credit card', 'Mastercard credit card', 'Visa credit card', 'Lift']",+39 02 4952 8914,www.felixlobassorestaurant.it,"Closed: 1-10 January, 10-25 August, Monday lunch, Saturday lunch, Sunday",45.46472,9.189553,https://guide.michelin.com/en/lombardia/milano/restaurant/felix-lo-basso,Italy,IT,EU,109.23,189.48,CREATIVE
2103,La Tana Gourmet,"località Kaberlaba 19, ASIAGO, 36012, Italy",65.0,200.0,EUR,MODERN CUISINE,"Situated just a stone’s throw from the ski slopes, La Tana Gourmet is a sophisticated address with views of the plateau. Reflecting the cultured and distinctive character of its chef, the restaurant is situated in an area with Norman, Cimbrian and Venetian influences on a plateau linking the Alps with the lowland plain. Wild herbs grow here, thanks to the region’s microclimate, adding flavours and scents to the skilfully produced cuisine served at the restaurant. More rustic fare is available in the Osteria della Tana, which now has a radically new look!",1.0,3.0,0.0,"['Car park', 'Wheelchair accessible', 'Notable wine list', 'Outdoor dining', 'Establishment totally or partly reserved for non-smokers', 'American Express credit card', 'Diners Club credit card', 'Mastercard credit card', 'Visa credit card']",+39 0424 176 0249,www.latanagourmet.it,"Closed: 14 April-31 May, 5 June-27 November, Monday, Sunday dinner",45.85458320000001,11.4970882,https://guide.michelin.com/en/veneto/asiago/restaurant/la-tana-gourmet,Italy,IT,EU,72.45,222.92,MODERN
2104,Ristorante al 43,"località Canonica Lucignano 43, SAN GIMIGNANO, 53037, Italy",55.0,95.0,EUR,TUSCAN,"Simple yet meticulously prepared cuisine served in a small, high - quality restaurant where the chef takes his inspiration from regional ingredients and flavours. Attractive ambience, with lovely views of the Sienese hills.",1.0,2.0,1.0,"['Car park', 'Wheelchair accessible', 'Garden or park', 'Great view', 'Outdoor dining', 'Establishment totally or partly reserved for non-smokers', 'American Express credit card', 'Mastercard credit card', 'Visa credit card']",+39 0577 955025,www.al43.it,"Closed: 7 January-19 March, Monday",43.516743,11.019801,https://guide.michelin.com/en/toscana/san-gimignano/restaurant/ristorante-al-43,Italy,IT,EU,61.3,105.88,ITALIAN
2105,Il Flauto di Pan,"via Santa Chiara 26, RAVELLO, 84010, Italy",90.0,150.0,EUR,CREATIVE,"New chef Lorenzo Montoro offers guests a superb selection of local produce and Mediterranean recipes, as well as dishes full of the spicy flavours of the Orient. One of the most romantic and exclusive restaurants in Italy!",1.0,3.0,1.0,"['Air conditioning', 'Garden or park', 'Great view', 'Notable wine list', 'Outdoor dining', 'Establishment totally or partly reserved for non-smokers', 'Private dining rooms', 'American Express credit card', 'Diners Club credit card', 'Mastercard credit card', 'Visa credit card', 'Lift']",+39 089 857459,www.hotelvillacimbrone.it,"Closed: 1 January-7 April, 1 November-31 December, Monday-Sunday lunch",40.6446307,14.611108499999999,https://guide.michelin.com/en/campania/ravello/restaurant/il-flauto-di-pan,Italy,IT,EU,100.31,167.19,CREATIVE
2106,Massimo Camia,"strada provinciale 3 Alba-Barolo 122, LA MORRA, 12064, Italy",55.0,115.0,EUR,MODERN CUISINE,"Although rather bland from the outside, this restaurant on a busy road has fine views of the hills from its first - floor dining room. The menu focuses on regional cuisine, with the addition of a few fish dishes.",1.0,3.0,0.0,"['Air conditioning', 'Car park', 'Notable wine list', 'Outdoor dining', 'Establishment totally or partly reserved for non-smokers', 'American Express credit card', 'Mastercard credit card', 'Visa credit card', 'Lift']",+39 0173 56355,www.massimocamia.it,"Closed: 8-29 January, 17 August-3 September, Tuesday, Wednesday lunch",44.626781799999996,7.9570039999999995,https://guide.michelin.com/en/piemonte/la-morra/restaurant/massimo-camia,Italy,IT,EU,61.3,128.18,MODERN
2107,Cinzia da Christian e Manuel,"corso Magenta 71, Vercelli, 13100, Italy",70.0,130.0,EUR,MODERN CUISINE,"This restaurant features sophisticated, creative cooking and top quality ingredients, without forgetting the culinary traditions of the area and region. Therefore, don't be surprised by the special attention reserved for rice: the menu offers a selection of twenty risottos, but also a lot of delicious land and sea specialities.",1.0,2.0,0.0,"['Air conditioning', 'Notable wine list', 'Establishment totally or partly reserved for non-smokers', 'Restaurant with bedrooms', 'American Express credit card', 'Diners Club credit card', 'Mastercard credit card', 'Visa credit card']",+39 0161 253585,www.christianemanuel.it,"Closed: 1-20 August, Monday, Sunday dinner",45.3198162,8.432720300000002,https://guide.michelin.com/en/piemonte/vercelli/restaurant/cinzia-da-christian-e-manuel,Italy,IT,EU,78.02,144.89,MODERN
